Symbol,Name,Symbol - Name
AGRIW,AgriFORCE  Growing Systems Ltd. Warrant,AGRIW - AgriFORCE  Growing Systems Ltd. Warrant
AGRO,Adecoagro S.A. Common Shares,AGRO - Adecoagro S.A. Common Shares
AGRX,Agile Therapeutics Inc. Common Stock,AGRX - Agile Therapeutics Inc. Common Stock
AGS,PlayAGS Inc. Common Stock,AGS - PlayAGS Inc. Common Stock
AGTC,Applied Genetic Technologies Corporation Common Stock,AGTC - Applied Genetic Technologies Corporation Common Stock
AGTI,Agiliti Inc. Common Stock,AGTI - Agiliti Inc. Common Stock
AGX,Argan Inc. Common Stock,AGX - Argan Inc. Common Stock
AGYS,Agilysys Inc. Common Stock,AGYS - Agilysys Inc. Common Stock
AHCO,AdaptHealth Corp. Common Stock,AHCO - AdaptHealth Corp. Common Stock
AHH,Armada Hoffler Properties Inc. Common Stock,AHH - Armada Hoffler Properties Inc. Common Stock
AHH^A,Armada Hoffler Properties Inc. 6.75% Series A Cumulative Redeemable Perpetual Preferred Stock,AHH^A - Armada Hoffler Properties Inc. 6.75% Series A Cumulative Redeemable Perpetual Preferred Stock
AHI,Advanced Human Imaging Limited. American Depositary Shares,AHI - Advanced Human Imaging Limited. American Depositary Shares
AHL^C,Aspen Insurance Holdings Limited 5.95% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Shares,AHL^C - Aspen Insurance Holdings Limited 5.95% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Shares
AHL^D,Aspen Insurance Holdings Limited 5.625% Perpetual Non-Cumulative Preference Shares,AHL^D - Aspen Insurance Holdings Limited 5.625% Perpetual Non-Cumulative Preference Shares
AHL^E,Aspen Insurance Holdings Limited Depositary Shares each representing a 1/1000th interest in a share of 5.625% Perpetual Non-Cumulative Preference Shares,AHL^E - Aspen Insurance Holdings Limited Depositary Shares each representing a 1/1000th interest in a share of 5.625% Perpetual Non-Cumulative Preference Shares
AHPA,Avista Public Acquisition Corp. II Class A Ordinary Shares,AHPA - Avista Public Acquisition Corp. II Class A Ordinary Shares
AHPAU,Avista Public Acquisition Corp. II Unit,AHPAU - Avista Public Acquisition Corp. II Unit
AHPAW,Avista Public Acquisition Corp. II Warrant,AHPAW - Avista Public Acquisition Corp. II Warrant
AHPI,Allied Healthcare Products Inc. Common Stock,AHPI - Allied Healthcare Products Inc. Common Stock
AHT,Ashford Hospitality Trust Inc Common Stock,AHT - Ashford Hospitality Trust Inc Common Stock
AHT^D,Ashford Hospitality Trust Inc 8.45% Series D Cumulative Preferred Stock,AHT^D - Ashford Hospitality Trust Inc 8.45% Series D Cumulative Preferred Stock
AHT^F,Ashford Hospitality Trust Inc 7.375% Series F Cumulative Preferred Stock,AHT^F - Ashford Hospitality Trust Inc 7.375% Series F Cumulative Preferred Stock
AHT^G,Ashford Hospitality Trust Inc 7.375% Series G Cumulative Preferred Stock,AHT^G - Ashford Hospitality Trust Inc 7.375% Series G Cumulative Preferred Stock
AHT^H,Ashford Hospitality Trust Inc 7.50% Series H Cumulative Preferred Stock,AHT^H - Ashford Hospitality Trust Inc 7.50% Series H Cumulative Preferred Stock
AHT^I,Ashford Hospitality Trust Inc 7.50% Series I Cumulative Preferred Stock,AHT^I - Ashford Hospitality Trust Inc 7.50% Series I Cumulative Preferred Stock
AI,C3.ai Inc. Class A Common Stock,AI - C3.ai Inc. Class A Common Stock
AIC,Arlington Asset Investment Corp 6.750% Notes due 2025,AIC - Arlington Asset Investment Corp 6.750% Notes due 2025
AIF,Apollo Tactical Income Fund Inc. Common Stock,AIF - Apollo Tactical Income Fund Inc. Common Stock
AIG,American International Group Inc. New Common Stock,AIG - American International Group Inc. New Common Stock
AIG^A,American International Group Inc. Depositary Shares Each Representing a 1/1000th Interest in a Share of Series A 5.85% Non-Cumulative Perpetual Preferred Stock,AIG^A - American International Group Inc. Depositary Shares Each Representing a 1/1000th Interest in a Share of Series A 5.85% Non-Cumulative Perpetual Preferred Stock
AIH,Aesthetic Medical International Holdings Group Ltd. American Depositary Shares,AIH - Aesthetic Medical International Holdings Group Ltd. American Depositary Shares
AIHS,Senmiao Technology Limited Common Stock,AIHS - Senmiao Technology Limited Common Stock
AIKI,AIkido Pharma Inc. Common Stock,AIKI - AIkido Pharma Inc. Common Stock
AIM,AIM ImmunoTech Inc. Common Stock,AIM - AIM ImmunoTech Inc. Common Stock
AIMC,Altra Industrial Motion Corp. Common Stock,AIMC - Altra Industrial Motion Corp. Common Stock
AIN,Albany International Corporation Common Stock,AIN - Albany International Corporation Common Stock
AINC,Ashford Inc. (Holding Company) Common Stock,AINC - Ashford Inc. (Holding Company) Common Stock
AINV,Apollo Investment Corporation Common Stock,AINV - Apollo Investment Corporation Common Stock
AIO,Virtus AllianzGI Artificial Intelligence & Technology Opportunities Fund Common Shares,AIO - Virtus AllianzGI Artificial Intelligence & Technology Opportunities Fund Common Shares
AIP,Arteris Inc. Common Stock,AIP - Arteris Inc. Common Stock
AIR,AAR Corp. Common Stock,AIR - AAR Corp. Common Stock
AIRC,Apartment Income REIT Corp. Common Stock,AIRC - Apartment Income REIT Corp. Common Stock
AIRG,Airgain Inc. Common Stock,AIRG - Airgain Inc. Common Stock
AIRI,Air Industries Group Common Stock,AIRI - Air Industries Group Common Stock
AIRS,AirSculpt Technologies Inc. Common Stock,AIRS - AirSculpt Technologies Inc. Common Stock
AIRT,Air T Inc. Common Stock,AIRT - Air T Inc. Common Stock
AIRTP,Air T Inc. Air T Funding Alpha Income Trust Preferred Securities,AIRTP - Air T Inc. Air T Funding Alpha Income Trust Preferred Securities
AIT,Applied Industrial Technologies Inc. Common Stock,AIT - Applied Industrial Technologies Inc. Common Stock
AIV,Apartment Investment and Management Company Common Stock,AIV - Apartment Investment and Management Company Common Stock
AIZ,Assurant Inc. Common Stock,AIZ - Assurant Inc. Common Stock
AIZN,Assurant Inc. 5.25% Subordinated Notes due 2061,AIZN - Assurant Inc. 5.25% Subordinated Notes due 2061
AJG,Arthur J. Gallagher & Co. Common Stock,AJG - Arthur J. Gallagher & Co. Common Stock
AJRD,Aerojet Rocketdyne Holdings Inc. Common Stock,AJRD - Aerojet Rocketdyne Holdings Inc. Common Stock
AJX,Great Ajax Corp. Common Stock,AJX - Great Ajax Corp. Common Stock
AJXA,Great Ajax Corp. 7.25% Convertible Senior Notes due 2024,AJXA - Great Ajax Corp. 7.25% Convertible Senior Notes due 2024
AKA,a.k.a. Brands Holding Corp. Common Stock,AKA - a.k.a. Brands Holding Corp. Common Stock
AKAM,Akamai Technologies Inc. Common Stock,AKAM - Akamai Technologies Inc. Common Stock
AKBA,Akebia Therapeutics Inc. Common Stock,AKBA - Akebia Therapeutics Inc. Common Stock
AKIC,Sports Ventures Acquisition Corp. Class A Ordinary Shares,AKIC - Sports Ventures Acquisition Corp. Class A Ordinary Shares
AKICU,Sports Ventures Acquisition Corp. Unit,AKICU - Sports Ventures Acquisition Corp. Unit
AKICW,Sports Ventures Acquisition Corp. Warrant,AKICW - Sports Ventures Acquisition Corp. Warrant
AKO/A,Embotelladora Andina S.A.,AKO/A - Embotelladora Andina S.A.
AKO/B,Embotelladora Andina S.A.,AKO/B - Embotelladora Andina S.A.
AKR,Acadia Realty Trust Common Stock,AKR - Acadia Realty Trust Common Stock
AKRO,Akero Therapeutics Inc. Common Stock,AKRO - Akero Therapeutics Inc. Common Stock
AKTS,Akoustis Technologies Inc. Common Stock,AKTS - Akoustis Technologies Inc. Common Stock
AKTX,Akari Therapeutics plc ADS,AKTX - Akari Therapeutics plc ADS
AKU,Akumin Inc. Common Shares,AKU - Akumin Inc. Common Shares
AKUS,Akouos Inc. Common Stock,AKUS - Akouos Inc. Common Stock
AKYA,Akoya BioSciences Inc. Common Stock,AKYA - Akoya BioSciences Inc. Common Stock
AL,Air Lease Corporation Class A Common Stock,AL - Air Lease Corporation Class A Common Stock
AL^A,Air Lease Corporation 6.150% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series A,AL^A - Air Lease Corporation 6.150% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series A
ALAC,Alberton Acquisition Corporation Ordinary Shares,ALAC - Alberton Acquisition Corporation Ordinary Shares
ALACR,Alberton Acquisition Corporation Rights exp April 26 2021,ALACR - Alberton Acquisition Corporation Rights exp April 26 2021
ALACW,Alberton Acquisition Corporation Warrant,ALACW - Alberton Acquisition Corporation Warrant
ALB,Albemarle Corporation Common Stock,ALB - Albemarle Corporation Common Stock
ALBO,Albireo Pharma Inc. Common Stock,ALBO - Albireo Pharma Inc. Common Stock
ALC,Alcon Inc. Ordinary Shares,ALC - Alcon Inc. Ordinary Shares
ALCC,AltC Acquisition Corp. Class A Common Stock,ALCC - AltC Acquisition Corp. Class A Common Stock
ALCO,Alico Inc. Common Stock,ALCO - Alico Inc. Common Stock
ALDX,Aldeyra Therapeutics Inc. Common Stock,ALDX - Aldeyra Therapeutics Inc. Common Stock
ALE,Allete Inc.,ALE - Allete Inc.
ALEC,Alector Inc. Common Stock,ALEC - Alector Inc. Common Stock
ALEX,Alexander & Baldwin Inc. Common Stock REIT Holding Company,ALEX - Alexander & Baldwin Inc. Common Stock REIT Holding Company
ALF,ALFI Inc. Common Stock,ALF - ALFI Inc. Common Stock
ALFIW,ALFI Inc. Warrant,ALFIW - ALFI Inc. Warrant
ALG,Alamo Group Inc. Common Stock,ALG - Alamo Group Inc. Common Stock
ALGM,Allegro MicroSystems Inc. Common Stock,ALGM - Allegro MicroSystems Inc. Common Stock
ALGN,Align Technology Inc. Common Stock,ALGN - Align Technology Inc. Common Stock
ALGS,Aligos Therapeutics Inc. Common Stock,ALGS - Aligos Therapeutics Inc. Common Stock
ALGT,Allegiant Travel Company Common Stock,ALGT - Allegiant Travel Company Common Stock
ALHC,Alignment Healthcare Inc. Common Stock,ALHC - Alignment Healthcare Inc. Common Stock
ALIM,Alimera Sciences Inc. Common Stock,ALIM - Alimera Sciences Inc. Common Stock
ALIN^A,Altera Infrastructure L.P. 7.25% Series A ,ALIN^A - Altera Infrastructure L.P. 7.25% Series A 
ALIN^B,Altera Infrastructure L.P. 8.50% Series B ,ALIN^B - Altera Infrastructure L.P. 8.50% Series B 
ALIN^E,Altera Infrastructure L.P. 8.875% Series E ,ALIN^E - Altera Infrastructure L.P. 8.875% Series E 
ALIT,Alight Inc. Class A Common Stock,ALIT - Alight Inc. Class A Common Stock
ALJJ,ALJ Regional Holdings Inc. Common Stock,ALJJ - ALJ Regional Holdings Inc. Common Stock
ALK,Alaska Air Group Inc. Common Stock,ALK - Alaska Air Group Inc. Common Stock
ALKS,Alkermes plc Ordinary Shares,ALKS - Alkermes plc Ordinary Shares
ALKT,Alkami Technology Inc. Common Stock,ALKT - Alkami Technology Inc. Common Stock
ALL,Allstate Corporation (The) Common Stock,ALL - Allstate Corporation (The) Common Stock
ALL^B,Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053,ALL^B - Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053
ALL^G,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series G,ALL^G - Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series G
ALL^H,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series H,ALL^H - Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series H
ALL^I,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series I,ALL^I - Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series I
ALLE,Allegion plc Ordinary Shares,ALLE - Allegion plc Ordinary Shares
ALLK,Allakos Inc. Common Stock,ALLK - Allakos Inc. Common Stock
ALLO,Allogene Therapeutics Inc. Common Stock,ALLO - Allogene Therapeutics Inc. Common Stock
ALLT,Allot Ltd. Ordinary Shares,ALLT - Allot Ltd. Ordinary Shares
ALLY,Ally Financial Inc. Common Stock,ALLY - Ally Financial Inc. Common Stock
ALNA,Allena Pharmaceuticals Inc. Common Stock,ALNA - Allena Pharmaceuticals Inc. Common Stock
ALNY,Alnylam Pharmaceuticals Inc. Common Stock,ALNY - Alnylam Pharmaceuticals Inc. Common Stock
ALORU,ALSP Orchid Acquisition Corporation I Unit,ALORU - ALSP Orchid Acquisition Corporation I Unit
ALOT,AstroNova Inc. Common Stock,ALOT - AstroNova Inc. Common Stock
ALP^Q,Alabama Power Company 5.00% Class A Preferred Stock Cumulative Par Value $1 Per Share (Stated Capital $25 Per Share),ALP^Q - Alabama Power Company 5.00% Class A Preferred Stock Cumulative Par Value $1 Per Share (Stated Capital $25 Per Share)
ALPA,Alpha Healthcare Acquisition Corp. III Class A Common Stock,ALPA - Alpha Healthcare Acquisition Corp. III Class A Common Stock
ALPN,Alpine Immune Sciences Inc. Common Stock,ALPN - Alpine Immune Sciences Inc. Common Stock
ALPP,Alpine 4 Holdings Inc. Class A Common Stock,ALPP - Alpine 4 Holdings Inc. Class A Common Stock
ALRM,Alarm.com Holdings Inc. Common Stock,ALRM - Alarm.com Holdings Inc. Common Stock
ALRN,Aileron Therapeutics Inc. Common Stock,ALRN - Aileron Therapeutics Inc. Common Stock
ALRS,Alerus Financial Corporation Common Stock,ALRS - Alerus Financial Corporation Common Stock
ALSN,Allison Transmission Holdings Inc. Common Stock,ALSN - Allison Transmission Holdings Inc. Common Stock
ALT,Altimmune Inc. Common Stock,ALT - Altimmune Inc. Common Stock
ALTG,Alta Equipment Group Inc. Class A Common Stock,ALTG - Alta Equipment Group Inc. Class A Common Stock
ALTG^A,Alta Equipment Group Inc. Depositary Shares (each representing 1/1000th in a share of 10% Series A Cumulative Perpetual Preferred Stock),ALTG^A - Alta Equipment Group Inc. Depositary Shares (each representing 1/1000th in a share of 10% Series A Cumulative Perpetual Preferred Stock)
ALTM,Altus Midstream Company Class A Common Stock,ALTM - Altus Midstream Company Class A Common Stock
ALTO,Alto Ingredients Inc. Common Stock,ALTO - Alto Ingredients Inc. Common Stock
ALTR,Altair Engineering Inc. Class A Common Stock,ALTR - Altair Engineering Inc. Class A Common Stock
ALTU,Altitude Acquisition Corp. Class A Common Stock,ALTU - Altitude Acquisition Corp. Class A Common Stock
ALTUU,Altitude Acquisition Corp. Unit,ALTUU - Altitude Acquisition Corp. Unit
ALTUW,Altitude Acquisition Corp. Warrant,ALTUW - Altitude Acquisition Corp. Warrant
ALV,Autoliv Inc. Common Stock,ALV - Autoliv Inc. Common Stock
ALVR,AlloVir Inc. Common Stock,ALVR - AlloVir Inc. Common Stock
ALX,Alexander's Inc. Common Stock,ALX - Alexander's Inc. Common Stock
ALXO,ALX Oncology Holdings Inc. Common Stock,ALXO - ALX Oncology Holdings Inc. Common Stock
ALYA,Alithya Group inc. Class A Subordinate Voting Shares,ALYA - Alithya Group inc. Class A Subordinate Voting Shares
ALZN,Alzamend Neuro Inc. Common Stock,ALZN - Alzamend Neuro Inc. Common Stock
AM,Antero Midstream Corporation Common Stock,AM - Antero Midstream Corporation Common Stock
AMAL,Amalgamated Financial Corp. Common Stock (DE),AMAL - Amalgamated Financial Corp. Common Stock (DE)
AMAM,Ambrx Biopharma Inc. American Depositary Shares (each representing seven Ordinary Shares),AMAM - Ambrx Biopharma Inc. American Depositary Shares (each representing seven Ordinary Shares)
AMAO,American Acquisition Opportunity Inc. Class A Common Stock,AMAO - American Acquisition Opportunity Inc. Class A Common Stock
AMAOU,American Acquisition Opportunity Inc. Units,AMAOU - American Acquisition Opportunity Inc. Units
AMAOW,American Acquisition Opportunity Inc. Warrant,AMAOW - American Acquisition Opportunity Inc. Warrant
AMAT,Applied Materials Inc. Common Stock,AMAT - Applied Materials Inc. Common Stock
AMBA,Ambarella Inc. Ordinary Shares,AMBA - Ambarella Inc. Ordinary Shares
AMBC,Ambac Financial Group Inc. Common Stock,AMBC - Ambac Financial Group Inc. Common Stock
AMBO,Ambow Education Holding Ltd. American Depository Shares each representing two Class A ordinary shares,AMBO - Ambow Education Holding Ltd. American Depository Shares each representing two Class A ordinary shares
AMBP,Ardagh Metal Packaging S.A. Ordinary Shares,AMBP - Ardagh Metal Packaging S.A. Ordinary Shares
AMC,AMC Entertainment Holdings Inc. Class A Common Stock,AMC - AMC Entertainment Holdings Inc. Class A Common Stock
AMCI,AMCI Acquisition Corp. II Class A Common Stock,AMCI - AMCI Acquisition Corp. II Class A Common Stock
AMCIU,AMCI Acquisition Corp. II Units,AMCIU - AMCI Acquisition Corp. II Units
AMCIW,AMCI Acquisition Corp. II Warrant,AMCIW - AMCI Acquisition Corp. II Warrant
AMCR,Amcor plc Ordinary Shares,AMCR - Amcor plc Ordinary Shares
AMCX,AMC Networks Inc. Class A Common Stock,AMCX - AMC Networks Inc. Class A Common Stock
AMD,Advanced Micro Devices Inc. Common Stock,AMD - Advanced Micro Devices Inc. Common Stock
AME,AMETEK Inc.,AME - AMETEK Inc.
AMED,Amedisys Inc Common Stock,AMED - Amedisys Inc Common Stock
AMEH,Apollo Medical Holdings Inc. Common Stock,AMEH - Apollo Medical Holdings Inc. Common Stock
AMG,Affiliated Managers Group Inc. Common Stock,AMG - Affiliated Managers Group Inc. Common Stock
AMGN,Amgen Inc. Common Stock,AMGN - Amgen Inc. Common Stock
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,AMH - American Homes 4 Rent Common Shares of Beneficial Interest
AMH^F,American Homes 4 Rent 5.875% Series F Cumulative Redeemable Perpetual Preferred Shares,AMH^F - American Homes 4 Rent 5.875% Series F Cumulative Redeemable Perpetual Preferred Shares
AMH^G,American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest,AMH^G - American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest
AMH^H,American Homes 4 Rent Series H cumulative redeemable perpetual Preferred Shares of Beneficial Interest,AMH^H - American Homes 4 Rent Series H cumulative redeemable perpetual Preferred Shares of Beneficial Interest
AMK,AssetMark Financial Holdings Inc. Common Stock,AMK - AssetMark Financial Holdings Inc. Common Stock
